Tree,71.86,7.247925E-05,29.92095,0,0,0,3,3,3
Tree,70.64,0,40.52095,0,0,0,5,5,5
Tree,-15.64,-2.199999,88,0,0,0,5,5,5
Tree,6.860001,-2.199999,65.4,0,0,0,2,5,2
Tree,-8.099998,0,-8.799999,0,0,0,5,5,5
Tree,4.760002,-1.299999,103.8,0,0,0,3,5,4
Tree,-5.340004,-2.199999,84.2,0,0,0,5,5,5
Tree,70.96,7.247925E-05,77.12095,0,0,0,5,5,5
Tree,9.700001,-1.5,-15.1,0,0,0,3,5,4
Tree,-5.340004,-2.199999,101.6,0,0,0,3,5,4
Mountain,126.2,-0.4231559,-25.5,0,45,0,1,1,2
Mountain,108.09,13.9,150.38,0,315,0,1,1,2
Mountain,67.9,-0.4231559,-25.5,0,90,0,1,1,2
Mountain,-16.60999,8.7,142.28,0,45,0,1,1,2
Mountain,-20.6,-0.4231559,39.8,0,180,0,1,1,2
Mountain,100.39,7.238984E-05,63.98,0,180,0,1,1,3
Mountain,49.69001,-0.4231559,104.88,0,99.99999,0,1,1,2
Tree2,11.2,7.238984E-05,20,0,0,0,5,5,5
Tree2,20.76,0,81.87,0,0,0,5,5,5
Fence,17.97703,-0.3917022,36.26341,0,0,0,1,1,1
Fence,21.47703,-0.3917022,36.26341,0,0,0,1,1,1
Fence,28.55703,-0.3917022,36.26341,0,0,0,1,1,1
Fence,14.51703,-0.3917022,52.25999,0,0,0,1,1,1
Fence,25.05703,-0.3917022,52.25999,0,0,0,1,1,1
Fence,32.03703,-0.3917022,45.52,0,270,0,1,1,1
Fence,37.89703,-0.4000001,71.80341,0,90,0,1,1,1
Fence,37.9,-0.4,68.2,0,90,0,1,1,1
Fence,52.1,-0.3917022,6.3,0,270,0,1,1,1
Fence,52.24999,-0.3917022,23.9,0,0,0,1,1,1
Fence,37.89703,-0.4000001,78.78342,0,90,0,1,1,1
Fence,28.55703,-0.3917022,52.25999,0,0,0,1,1,1
Fence,28.55703,-0.3917022,22.84341,0,0,0,1,1,1
Fence,21.47703,-0.3917022,16.97,0,0,0,1,1,1
Fence,11.01703,-0.3917022,16.97,0,0,0,1,1,1
Fence,52.1,-0.3917022,20.51,0,270,0,1,1,1
Fence,52.1,-0.3917022,9.87,0,270,0,1,1,1
Fence,52.1,-0.3917022,13.41,0,270,0,1,1,1
Fence,17.97703,-0.3917022,16.97,0,0,0,1,1,1
Fence,25.05703,-0.3917022,22.84341,0,0,0,1,1,1
Fence,11.01703,-0.3917022,36.26341,0,0,0,1,1,1
Fence,37.89703,-0.4000001,75.25341,0,90,0,1,1,1
Fence,32.03703,-0.3917022,36.55341,0,270,0,1,1,1
Fence,32.03703,-0.3917022,32.76341,0,270,0,1,1,1
Fence,14.51703,-0.3917022,36.26341,0,0,0,1,1,1
Fence,29.11,-0.3917022,4.029999,0,270,0,1,1,1
Fence,32.03703,-0.3917022,48.89999,0,270,0,1,1,1
Fence,14.51703,-0.3917022,16.97,0,0,0,1,1,1
Fence,32.03703,-0.3917022,22.84341,0,270,0,1,1,1
Fence,17.97703,-0.3917022,22.84341,0,0,0,1,1,1
Fence,14.51703,-0.3917022,22.84341,0,0,0,1,1,1
Fence,21.47703,-0.3917022,52.25999,0,0,0,1,1,1
Fence,29.10703,-0.3917022,0.48,0,270,0,1,1,1
Fence,55.75999,-0.3917022,5.96,0,0,0,1,1,1
Fence,25.05703,-0.3917022,36.26341,0,0,0,1,1,1
Fence,32.03703,-0.3917022,29.40341,0,270,0,1,1,1
Fence,59.28,-0.3917022,5.96,0,0,0,1,1,1
Fence,21.47703,-0.3917022,22.84341,0,0,0,1,1,1
Fence,52.1,-0.3917022,16.97,0,270,0,1,1,1
Fence,52.24999,-0.3917022,5.96,0,0,0,1,1,1
Fence,11.01703,-0.3917022,22.84341,0,0,0,1,1,1
Flower3,57.65,0,59.87,0,0,0,1,1,1
Flower3,57.969,0,41.95626,0,0,0,1,1,1
Flower3,32.1457,0,19.639,0,0,0,1,1,1
Flower3,62.524,0,25.52,0,0,0,1,1,1
Flower3,23.35,0,21.30061,0,0,0,1,1,1
Rock,58.29,-0.4245478,42.46,0,0,0,4,1,2
Rock,11.99629,-0.4245478,58.15441,0,0,0,1,1,1
Rock,31.5159,-0.4245478,21.25852,0,0,0,1,1,1
Rock,27.89951,-0.329,34.38455,0,0,0,1,1,1
Rock,54.43,-0.4245478,38.92,0,0,0,1,1,1
Rock,18.67,-0.4245478,19.9,0,0,0,4,3,2
Rockfield3,68.04013,0,46.58781,0,235,0,1,1,1
Rockfield3,51.59013,0,61.56781,0,315,0,1,1,1

